ID,Pokemon Go,Type1,Type2,HP,Attack,Defense,Level,CP Multiplier,CP
150.0,Shadow Mewtwo,Psychic,,192.0,315.0,140.0,50,0.84029999,4724
150.0,Shadow Mewtwo,Psychic,,193.0,316.0,140.0,51,0.84529999,4780
94.0,Mega Gengar,Ghost,Poison,15.0,34.0,20.0,1,0.094,61
94.0,Mega Gengar,Ghost,Poison,28.0,60.0,35.0,2,0.16639787,192
94.0,Mega Gengar,Ghost,Poison,36.0,78.0,46.0,3,0.21573247,323
94.0,Mega Gengar,Ghost,Poison,43.0,93.0,54.0,4,0.25572005,454
94.0,Mega Gengar,Ghost,Poison,49.0,105.0,62.0,5,0.29024988,584
94.0,Mega Gengar,Ghost,Poison,54.0,116.0,68.0,6,0.3210876,715
94.0,Mega Gengar,Ghost,Poison,59.0,127.0,74.0,7,0.34921268,846
94.0,Mega Gengar,Ghost,Poison,63.0,136.0,80.0,8,0.3752356,977
94.0,Mega Gengar,Ghost,Poison,67.0,145.0,85.0,9,0.39956728,1108
94.0,Mega Gengar,Ghost,Poison,71.0,153.0,90.0,10,0.4225,1239
94.0,Mega Gengar,Ghost,Poison,75.0,161.0,94.0,11,0.44310755,1363
94.0,Mega Gengar,Ghost,Poison,78.0,168.0,99.0,12,0.4627984,1487
94.0,Mega Gengar,Ghost,Poison,81.0,175.0,103.0,13,0.48168495,1610
94.0,Mega Gengar,Ghost,Poison,84.0,181.0,106.0,14,0.49985844,1734
94.0,Mega Gengar,Ghost,Poison,87.0,188.0,110.0,15,0.51739395,1858
94.0,Mega Gengar,Ghost,Poison,90.0,194.0,114.0,16,0.5343543,1982
94.0,Mega Gengar,Ghost,Poison,93.0,200.0,117.0,17,0.5507927,2106
94.0,Mega Gengar,Ghost,Poison,96.0,206.0,121.0,18,0.5667545,2230
94.0,Mega Gengar,Ghost,Poison,98.0,211.0,124.0,19,0.5822789,2353
94.0,Mega Gengar,Ghost,Poison,101.0,217.0,127.0,20,0.5974,2477
94.0,Mega Gengar,Ghost,Poison,104.0,222.0,131.0,21,0.6121573,2601
94.0,Mega Gengar,Ghost,Poison,106.0,228.0,134.0,22,0.6265671,2725
94.0,Mega Gengar,Ghost,Poison,108.0,233.0,137.0,23,0.64065295,2849
94.0,Mega Gengar,Ghost,Poison,111.0,238.0,140.0,24,0.65443563,2973
94.0,Mega Gengar,Ghost,Poison,113.0,243.0,142.0,25,0.667934,3097
94.0,Mega Gengar,Ghost,Poison,115.0,247.0,145.0,26,0.6811649,3221
94.0,Mega Gengar,Ghost,Poison,118.0,252.0,148.0,27,0.69414365,3345
94.0,Mega Gengar,Ghost,Poison,120.0,257.0,151.0,28,0.7068842,3469
94.0,Mega Gengar,Ghost,Poison,122.0,261.0,153.0,29,0.7193991,3593
94.0,Mega Gengar,Ghost,Poison,124.0,266.0,156.0,30,0.7317,3717
94.0,Mega Gengar,Ghost,Poison,125.0,268.0,157.0,31,0.7377695,3778
94.0,Mega Gengar,Ghost,Poison,126.0,270.0,159.0,32,0.74378943,3840
94.0,Mega Gengar,Ghost,Poison,127.0,272.0,160.0,33,0.74976104,3902
94.0,Mega Gengar,Ghost,Poison,128.0,275.0,161.0,34,0.7556855,3964
94.0,Mega Gengar,Ghost,Poison,129.0,277.0,162.0,35,0.76156384,4026
94.0,Mega Gengar,Ghost,Poison,130.0,279.0,164.0,36,0.76739717,4088
94.0,Mega Gengar,Ghost,Poison,131.0,281.0,165.0,37,0.7731865,4150
94.0,Mega Gengar,Ghost,Poison,132.0,283.0,166.0,38,0.77893275,4212
94.0,Mega Gengar,Ghost,Poison,133.0,285.0,167.0,39,0.784637,4274
94.0,Mega Gengar,Ghost,Poison,134.0,287.0,169.0,40,0.7903,4336
94.0,Mega Gengar,Ghost,Poison,135.0,289.0,170.0,41,0.79530001,4391
94.0,Mega Gengar,Ghost,Poison,136.0,291.0,171.0,42,0.8003,4446
94.0,Mega Gengar,Ghost,Poison,136.0,293.0,172.0,43,0.8053,4502
94.0,Mega Gengar,Ghost,Poison,137.0,294.0,173.0,44,0.81029999,4558
94.0,Mega Gengar,Ghost,Poison,138.0,296.0,174.0,45,0.81529999,4614
94.0,Mega Gengar,Ghost,Poison,139.0,298.0,175.0,46,0.82029999,4671
94.0,Mega Gengar,Ghost,Poison,140.0,300.0,176.0,47,0.82529999,4728
94.0,Mega Gengar,Ghost,Poison,141.0,302.0,177.0,48,0.83029999,4786
94.0,Mega Gengar,Ghost,Poison,142.0,304.0,178.0,49,0.83529999,4844
94.0,Mega Gengar,Ghost,Poison,142.0,305.0,179.0,50,0.84029999,4902
94.0,Mega Gengar,Ghost,Poison,143.0,307.0,180.0,51,0.84529999,4960
257.0,Mega Blaziken,Fire,Fighting,19.0,32.0,17.0,1,0.094,58
257.0,Mega Blaziken,Fire,Fighting,34.0,57.0,30.0,2,0.16639787,184
257.0,Mega Blaziken,Fire,Fighting,44.0,74.0,39.0,3,0.21573247,310
257.0,Mega Blaziken,Fire,Fighting,52.0,87.0,46.0,4,0.25572005,435
257.0,Mega Blaziken,Fire,Fighting,59.0,99.0,53.0,5,0.29024988,561
257.0,Mega Blaziken,Fire,Fighting,65.0,110.0,58.0,6,0.3210876,686
257.0,Mega Blaziken,Fire,Fighting,71.0,120.0,63.0,7,0.34921268,812
257.0,Mega Blaziken,Fire,Fighting,76.0,129.0,68.0,8,0.3752356,938
257.0,Mega Blaziken,Fire,Fighting,81.0,137.0,73.0,9,0.39956728,1063
257.0,Mega Blaziken,Fire,Fighting,86.0,145.0,77.0,10,0.4225,1189
257.0,Mega Blaziken,Fire,Fighting,90.0,152.0,81.0,11,0.44310755,1308
257.0,Mega Blaziken,Fire,Fighting,94.0,159.0,84.0,12,0.4627984,1427
257.0,Mega Blaziken,Fire,Fighting,98.0,165.0,88.0,13,0.48168495,1545
257.0,Mega Blaziken,Fire,Fighting,102.0,171.0,91.0,14,0.49985844,1664
257.0,Mega Blaziken,Fire,Fighting,106.0,177.0,94.0,15,0.51739395,1783
257.0,Mega Blaziken,Fire,Fighting,109.0,183.0,97.0,16,0.5343543,1902
257.0,Mega Blaziken,Fire,Fighting,112.0,189.0,100.0,17,0.5507927,2021
257.0,Mega Blaziken,Fire,Fighting,116.0,194.0,103.0,18,0.5667545,2140
257.0,Mega Blaziken,Fire,Fighting,119.0,200.0,106.0,19,0.5822789,2259
257.0,Mega Blaziken,Fire,Fighting,122.0,205.0,109.0,20,0.5974,2377
257.0,Mega Blaziken,Fire,Fighting,125.0,210.0,112.0,21,0.6121573,2496
257.0,Mega Blaziken,Fire,Fighting,128.0,215.0,114.0,22,0.6265671,2615
257.0,Mega Blaziken,Fire,Fighting,131.0,220.0,117.0,23,0.64065295,2734
257.0,Mega Blaziken,Fire,Fighting,134.0,225.0,119.0,24,0.65443563,2853
257.0,Mega Blaziken,Fire,Fighting,136.0,229.0,122.0,25,0.667934,2972
257.0,Mega Blaziken,Fire,Fighting,139.0,234.0,124.0,26,0.6811649,3091
257.0,Mega Blaziken,Fire,Fighting,142.0,238.0,127.0,27,0.69414365,3210
257.0,Mega Blaziken,Fire,Fighting,144.0,243.0,129.0,28,0.7068842,3329
257.0,Mega Blaziken,Fire,Fighting,147.0,247.0,131.0,29,0.7193991,3448
257.0,Mega Blaziken,Fire,Fighting,149.0,251.0,133.0,30,0.7317,3567
257.0,Mega Blaziken,Fire,Fighting,151.0,253.0,135.0,31,0.7377695,3626
257.0,Mega Blaziken,Fire,Fighting,152.0,255.0,136.0,32,0.74378943,3686
257.0,Mega Blaziken,Fire,Fighting,153.0,257.0,137.0,33,0.74976104,3745
257.0,Mega Blaziken,Fire,Fighting,154.0,259.0,138.0,34,0.7556855,3804
257.0,Mega Blaziken,Fire,Fighting,156.0,261.0,139.0,35,0.76156384,3864
257.0,Mega Blaziken,Fire,Fighting,157.0,263.0,140.0,36,0.76739717,3923
257.0,Mega Blaziken,Fire,Fighting,158.0,265.0,141.0,37,0.7731865,3983
257.0,Mega Blaziken,Fire,Fighting,159.0,267.0,142.0,38,0.77893275,4042
257.0,Mega Blaziken,Fire,Fighting,160.0,269.0,143.0,39,0.784637,4102
257.0,Mega Blaziken,Fire,Fighting,162.0,271.0,144.0,40,0.7903,4161
257.0,Mega Blaziken,Fire,Fighting,163.0,273.0,145.0,41,0.79530001,4214
257.0,Mega Blaziken,Fire,Fighting,164.0,275.0,146.0,42,0.8003,4267
257.0,Mega Blaziken,Fire,Fighting,165.0,277.0,147.0,43,0.8053,4320
257.0,Mega Blaziken,Fire,Fighting,166.0,278.0,148.0,44,0.81029999,4374
257.0,Mega Blaziken,Fire,Fighting,167.0,280.0,149.0,45,0.81529999,4428
257.0,Mega Blaziken,Fire,Fighting,168.0,282.0,150.0,46,0.82029999,4483
257.0,Mega Blaziken,Fire,Fighting,169.0,283.0,151.0,47,0.82529999,4538
257.0,Mega Blaziken,Fire,Fighting,170.0,285.0,151.0,48,0.83029999,4593
257.0,Mega Blaziken,Fire,Fighting,171.0,287.0,152.0,49,0.83529999,4648
257.0,Mega Blaziken,Fire,Fighting,172.0,289.0,153.0,50,0.84029999,4704
257.0,Mega Blaziken,Fire,Fighting,173.0,290.0,154.0,51,0.84529999,4760
65.0,Mega Alakazam,Psychic,,15.0,35.0,20.0,1,0.094,63
65.0,Mega Alakazam,Psychic,,26.0,63.0,36.0,2,0.16639787,199
65.0,Mega Alakazam,Psychic,,34.0,82.0,47.0,3,0.21573247,336
65.0,Mega Alakazam,Psychic,,41.0,97.0,56.0,4,0.25572005,472
65.0,Mega Alakazam,Psychic,,46.0,110.0,64.0,5,0.29024988,608
65.0,Mega Alakazam,Psychic,,51.0,122.0,71.0,6,0.3210876,744
65.0,Mega Alakazam,Psychic,,56.0,133.0,77.0,7,0.34921268,880
65.0,Mega Alakazam,Psychic,,60.0,143.0,83.0,8,0.3752356,1016
65.0,Mega Alakazam,Psychic,,64.0,152.0,88.0,9,0.39956728,1153
65.0,Mega Alakazam,Psychic,,68.0,161.0,93.0,10,0.4225,1289
65.0,Mega Alakazam,Psychic,,71.0,169.0,98.0,11,0.44310755,1417
65.0,Mega Alakazam,Psychic,,74.0,176.0,102.0,12,0.4627984,1546
65.0,Mega Alakazam,Psychic,,77.0,184.0,106.0,13,0.48168495,1675
65.0,Mega Alakazam,Psychic,,80.0,190.0,110.0,14,0.49985844,1804
65.0,Mega Alakazam,Psychic,,83.0,197.0,114.0,15,0.51739395,1933
65.0,Mega Alakazam,Psychic,,86.0,204.0,118.0,16,0.5343543,2062
65.0,Mega Alakazam,Psychic,,88.0,210.0,122.0,17,0.5507927,2190
65.0,Mega Alakazam,Psychic,,91.0,216.0,125.0,18,0.5667545,2319
65.0,Mega Alakazam,Psychic,,93.0,222.0,129.0,19,0.5822789,2448
65.0,Mega Alakazam,Psychic,,96.0,228.0,132.0,20,0.5974,2577
65.0,Mega Alakazam,Psychic,,98.0,233.0,135.0,21,0.6121573,2706
65.0,Mega Alakazam,Psychic,,100.0,239.0,139.0,22,0.6265671,2835
65.0,Mega Alakazam,Psychic,,103.0,244.0,142.0,23,0.64065295,2964
65.0,Mega Alakazam,Psychic,,105.0,249.0,145.0,24,0.65443563,3093
65.0,Mega Alakazam,Psychic,,107.0,255.0,148.0,25,0.667934,3221
65.0,Mega Alakazam,Psychic,,109.0,260.0,151.0,26,0.6811649,3350
65.0,Mega Alakazam,Psychic,,111.0,265.0,154.0,27,0.69414365,3479
65.0,Mega Alakazam,Psychic,,113.0,270.0,156.0,28,0.7068842,3608
65.0,Mega Alakazam,Psychic,,115.0,274.0,159.0,29,0.7193991,3737
65.0,Mega Alakazam,Psychic,,117.0,279.0,162.0,30,0.7317,3866
65.0,Mega Alakazam,Psychic,,118.0,281.0,163.0,31,0.7377695,3930
65.0,Mega Alakazam,Psychic,,119.0,284.0,165.0,32,0.74378943,3995
65.0,Mega Alakazam,Psychic,,120.0,286.0,166.0,33,0.74976104,4059
65.0,Mega Alakazam,Psychic,,121.0,288.0,167.0,34,0.7556855,4124
65.0,Mega Alakazam,Psychic,,122.0,290.0,169.0,35,0.76156384,4188
65.0,Mega Alakazam,Psychic,,123.0,293.0,170.0,36,0.76739717,4252
65.0,Mega Alakazam,Psychic,,124.0,295.0,171.0,37,0.7731865,4317
65.0,Mega Alakazam,Psychic,,125.0,297.0,172.0,38,0.77893275,4381
65.0,Mega Alakazam,Psychic,,126.0,299.0,174.0,39,0.784637,4446
65.0,Mega Alakazam,Psychic,,127.0,301.0,175.0,40,0.7903,4510
65.0,Mega Alakazam,Psychic,,128.0,303.0,176.0,41,0.79530001,4567
65.0,Mega Alakazam,Psychic,,128.0,305.0,177.0,42,0.8003,4625
65.0,Mega Alakazam,Psychic,,129.0,307.0,178.0,43,0.8053,4683
65.0,Mega Alakazam,Psychic,,130.0,309.0,179.0,44,0.81029999,4741
65.0,Mega Alakazam,Psychic,,131.0,311.0,180.0,45,0.81529999,4800
65.0,Mega Alakazam,Psychic,,132.0,313.0,182.0,46,0.82029999,4859
65.0,Mega Alakazam,Psychic,,132.0,315.0,183.0,47,0.82529999,4918
65.0,Mega Alakazam,Psychic,,133.0,317.0,184.0,48,0.83029999,4978
65.0,Mega Alakazam,Psychic,,134.0,319.0,185.0,49,0.83529999,5038
65.0,Mega Alakazam,Psychic,,135.0,320.0,186.0,50,0.84029999,5099
65.0,Mega Alakazam,Psychic,,136.0,322.0,187.0,51,0.84529999,5160
384.0,Rayquaza,Dragon,Flying,21.0,28.0,17.0,1,0.094,54
384.0,Rayquaza,Dragon,Flying,37.0,49.0,30.0,2,0.16639787,170
384.0,Rayquaza,Dragon,Flying,49.0,64.0,39.0,3,0.21573247,285
384.0,Rayquaza,Dragon,Flying,58.0,76.0,47.0,4,0.25572005,401
384.0,Rayquaza,Dragon,Flying,66.0,86.0,53.0,5,0.29024988,517
384.0,Rayquaza,Dragon,Flying,73.0,96.0,59.0,6,0.3210876,633
384.0,Rayquaza,Dragon,Flying,79.0,104.0,64.0,7,0.34921268,748
384.0,Rayquaza,Dragon,Flying,85.0,112.0,69.0,8,0.3752356,864
384.0,Rayquaza,Dragon,Flying,91.0,119.0,73.0,9,0.39956728,980
384.0,Rayquaza,Dragon,Flying,96.0,126.0,78.0,10,0.4225,1096
384.0,Rayquaza,Dragon,Flying,101.0,132.0,81.0,11,0.44310755,1205
384.0,Rayquaza,Dragon,Flying,105.0,138.0,85.0,12,0.4627984,1315
384.0,Rayquaza,Dragon,Flying,109.0,144.0,89.0,13,0.48168495,1424
384.0,Rayquaza,Dragon,Flying,113.0,149.0,92.0,14,0.49985844,1534
384.0,Rayquaza,Dragon,Flying,117.0,154.0,95.0,15,0.51739395,1643
384.0,Rayquaza,Dragon,Flying,121.0,159.0,98.0,16,0.5343543,1753
384.0,Rayquaza,Dragon,Flying,125.0,164.0,101.0,17,0.5507927,1862
384.0,Rayquaza,Dragon,Flying,129.0,169.0,104.0,18,0.5667545,1972
384.0,Rayquaza,Dragon,Flying,132.0,174.0,107.0,19,0.5822789,2082
384.0,Rayquaza,Dragon,Flying,136.0,178.0,110.0,20,0.5974,2191
384.0,Rayquaza,Dragon,Flying,139.0,183.0,113.0,21,0.6121573,2301
384.0,Rayquaza,Dragon,Flying,142.0,187.0,115.0,22,0.6265671,2410
384.0,Rayquaza,Dragon,Flying,146.0,191.0,118.0,23,0.64065295,2520
384.0,Rayquaza,Dragon,Flying,149.0,195.0,121.0,24,0.65443563,2630
384.0,Rayquaza,Dragon,Flying,152.0,199.0,123.0,25,0.667934,2739
384.0,Rayquaza,Dragon,Flying,155.0,203.0,126.0,26,0.6811649,2849
384.0,Rayquaza,Dragon,Flying,158.0,207.0,128.0,27,0.69414365,2958
384.0,Rayquaza,Dragon,Flying,161.0,211.0,130.0,28,0.7068842,3068
384.0,Rayquaza,Dragon,Flying,164.0,215.0,133.0,29,0.7193991,3178
384.0,Rayquaza,Dragon,Flying,166.0,218.0,135.0,30,0.7317,3287
384.0,Rayquaza,Dragon,Flying,168.0,220.0,136.0,31,0.7377695,3342
384.0,Rayquaza,Dragon,Flying,169.0,222.0,137.0,32,0.74378943,3397
384.0,Rayquaza,Dragon,Flying,170.0,224.0,138.0,33,0.74976104,3451
384.0,Rayquaza,Dragon,Flying,172.0,225.0,139.0,34,0.7556855,3506
384.0,Rayquaza,Dragon,Flying,173.0,227.0,140.0,35,0.76156384,3561
384.0,Rayquaza,Dragon,Flying,174.0,229.0,141.0,36,0.76739717,3616
384.0,Rayquaza,Dragon,Flying,176.0,231.0,143.0,37,0.7731865,3671
384.0,Rayquaza,Dragon,Flying,177.0,232.0,144.0,38,0.77893275,3725
384.0,Rayquaza,Dragon,Flying,178.0,234.0,145.0,39,0.784637,3780
384.0,Rayquaza,Dragon,Flying,180.0,236.0,146.0,40,0.7903,3835
384.0,Rayquaza,Dragon,Flying,181.0,237.0,147.0,41,0.79530001,3884
384.0,Rayquaza,Dragon,Flying,182.0,239.0,148.0,42,0.8003,3933
384.0,Rayquaza,Dragon,Flying,183.0,240.0,148.0,43,0.8053,3982
384.0,Rayquaza,Dragon,Flying,184.0,242.0,149.0,44,0.81029999,4031
384.0,Rayquaza,Dragon,Flying,185.0,243.0,150.0,45,0.81529999,4081
384.0,Rayquaza,Dragon,Flying,187.0,245.0,151.0,46,0.82029999,4132
384.0,Rayquaza,Dragon,Flying,188.0,246.0,152.0,47,0.82529999,4182
384.0,Rayquaza,Dragon,Flying,189.0,248.0,153.0,48,0.83029999,4233
384.0,Rayquaza,Dragon,Flying,190.0,249.0,154.0,49,0.83529999,4284
384.0,Rayquaza,Dragon,Flying,191.0,251.0,155.0,50,0.84029999,4336
384.0,Rayquaza,Dragon,Flying,192.0,252.0,156.0,51,0.84529999,4387
254.0,Mega Sceptile,Grass,Dragon,17.0,31.0,18.0,1,0.094,57
254.0,Mega Sceptile,Grass,Dragon,31.0,55.0,33.0,2,0.16639787,179
254.0,Mega Sceptile,Grass,Dragon,40.0,72.0,43.0,3,0.21573247,302
254.0,Mega Sceptile,Grass,Dragon,47.0,85.0,51.0,4,0.25572005,424
254.0,Mega Sceptile,Grass,Dragon,54.0,97.0,58.0,5,0.29024988,547
254.0,Mega Sceptile,Grass,Dragon,60.0,107.0,64.0,6,0.3210876,669
254.0,Mega Sceptile,Grass,Dragon,65.0,116.0,70.0,7,0.34921268,792
254.0,Mega Sceptile,Grass,Dragon,70.0,125.0,75.0,8,0.3752356,914
254.0,Mega Sceptile,Grass,Dragon,74.0,133.0,80.0,9,0.39956728,1036
254.0,Mega Sceptile,Grass,Dragon,79.0,141.0,84.0,10,0.4225,1159
254.0,Mega Sceptile,Grass,Dragon,82.0,148.0,89.0,11,0.44310755,1275
254.0,Mega Sceptile,Grass,Dragon,86.0,155.0,93.0,12,0.4627984,1391
